path,name,extension,size,mime_type,modified_time,wikilinks
Things/Ant_Colony/ant_colony.egg-info/top_level.txt,top_level.txt,.txt,11,text/plain,2025-02-07T09:37:22.749303,
Things/Ant_Colony/ant_colony.egg-info/SOURCES.txt,SOURCES.txt,.txt,466,text/plain,2025-02-07T09:37:22.752636,
Things/Ant_Colony/output/simulation_20250207_132721.h5,simulation_20250207_132721.h5,.h5,6240,application/x-hdf5,2025-02-11T08:01:12.648554,
Things/Ant_Colony/output/simulation_20250207_132802.h5,simulation_20250207_132802.h5,.h5,6240,application/x-hdf5,2025-02-11T08:01:12.648554,
Things/Baseball_Game/Baseball_Game.md,Baseball_Game.md,.md,5030,text/markdown,2025-02-11T08:01:12.648554,
Things/Path_Network/LICENSE,LICENSE,,1082,,2025-02-11T08:01:12.998552,
Things/Path_Network/Path_Network_README.md,Path_Network_README.md,.md,4526,text/markdown,2025-02-11T08:01:12.998552,
Things/Path_Network/README.md,README.md,.md,3375,text/markdown,2025-02-11T08:01:12.998552,
Things/Path_Network/config.yaml,config.yaml,.yaml,1762,,2025-02-11T08:01:12.998552,
Things/Path_Network/example.py,example.py,.py,7446,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/requirements.txt,requirements.txt,.txt,282,text/plain,2025-02-11T08:01:12.998552,
Things/Path_Network/run_simulation.sh,run_simulation.sh,.sh,4076,text/x-sh,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/config/__init__.py,__init__.py,.py,0,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/core/__init__.py,__init__.py,.py,0,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/core/agent.py,agent.py,.py,3916,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/core/dynamics.py,dynamics.py,.py,3886,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/core/network.py,network.py,.py,6476,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/simulation/__init__.py,__init__.py,.py,0,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/simulation/runner.py,runner.py,.py,3691,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/utils/__init__.py,__init__.py,.py,0,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/utils/advanced_visualization.py,advanced_visualization.py,.py,12038,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/utils/math_utils.py,math_utils.py,.py,3512,text/x-python,2025-02-11T08:01:12.998552,
Things/Path_Network/path_network/utils/visualization.py,visualization.py,.py,7286,text/x-python,2025-02-11T08:01:12.998552,
active_inference_framework.egg-info/PKG-INFO,PKG-INFO,,234,,2025-02-07T08:16:51.859682,
active_inference_framework.egg-info/SOURCES.txt,SOURCES.txt,.txt,544,text/plain,2025-02-07T08:16:51.859682,
active_inference_framework.egg-info/dependency_links.txt,dependency_links.txt,.txt,1,text/plain,2025-02-07T08:16:51.859682,
active_inference_framework.egg-info/requires.txt,requires.txt,.txt,95,text/plain,2025-02-07T08:16:51.859682,
active_inference_framework.egg-info/top_level.txt,top_level.txt,.txt,4,text/plain,2025-02-07T08:16:51.859682,
docs/DOCUMENTATION_ROADMAP.md,DOCUMENTATION_ROADMAP.md,.md,4874,text/markdown,2025-02-07T10:14:18.628249,ai_documentation_style|knowledge_organization|content_management|documentation_standards|api_documentation
docs/README.md,README.md,.md,2677,text/markdown,2025-02-07T08:16:51.859682,tools/analysis_tools|concepts/machine_readability|guides/system_integration|guides/support|guides/faq|guides/discussion|concepts/cognitive_modeling_concepts|guides/implementation_guides|guides/installation_guide|examples/quickstart_example|guides/documentation_guide|guides/style_guide|tools/development_tools|concepts/active_inference|guides/feedback|guides/model_implementation|guides/contribution_guide|templates/documentation_templates|guides/pomdp_structure|templates/example_template|api/api_documentation|tools/experiment_tools|guides/configuration_guide|concepts/plain_text_benefits|tools/visualization_tools|concepts/predictive_processing|guides/package_documentation|tools/documentation_tools|examples/basic_agent|guides/community_guide|concepts/research_education|guides/testing_guide|guides/obsidian_linking|guides/troubleshooting|examples/usage_examples|concepts/free_energy_principle|tools/setup_tools|examples/active_inference_basic|templates/concept_template|guides/quickstart_guide|templates/guide_template
docs/api/api_documentation.md,api_documentation.md,.md,2999,text/markdown,2025-02-07T08:16:51.859682,perception_api|storage_api|compatibility_matrix|version_history|belief_api|test_api|matrix_api|example_generation|visualization_api|custom_inference|inference_api|extension_points|../guides/implementation_guides|rest_api|pipeline_api|model_integration|hook_api|plugin_development|../examples/usage_examples|free_energy_api|doc_generation|cache_api|custom_optimizers|plugin_api|mock_api|optimization_api|profiling_api|logging_api|validation_api|cli_api|migration_guides|integration_utils|conversion_api|breaking_changes|benchmark_api|probability_api|debug_api|agent_api|data_api|action_api|current_version|compatibility_api|deprecation_notes|websocket_api|../templates/api_template|../concepts/cognitive_modeling_concepts|custom_models
docs/api/api_documentation_index.md,api_documentation_index.md,.md,3029,text/markdown,2025-02-07T08:16:51.859682,perception_api|storage_api|compatibility_matrix|version_history|belief_api|test_api|matrix_api|example_generation|visualization_api|custom_inference|inference_api|extension_points|rest_api|pipeline_api|model_integration|hook_api|plugin_development|free_energy_api|doc_generation|cache_api|custom_optimizers|../concepts/concept_documentation_index|plugin_api|mock_api|optimization_api|profiling_api|logging_api|validation_api|cli_api|migration_guides|integration_utils|conversion_api|breaking_changes|benchmark_api|probability_api|../guides/implementation_guides_index|agent_api|data_api|debug_api|action_api|../examples/usage_examples_index|current_version|compatibility_api|deprecation_notes|websocket_api|../concepts/knowledge_organization|../templates/api_template|custom_models
docs/api/api_examples.md,api_examples.md,.md,0,text/markdown,2025-02-07T08:16:51.859682,
docs/api/api_reference.md,api_reference.md,.md,7949,text/markdown,2025-02-07T08:16:51.859682,integration_examples|performance_optimization|knowledge_base/cognitive/active_inference|knowledge_base/cognitive/active_inference#action-selection|belief_updating_example|documentation_standards|knowledge_base/cognitive/free_energy_principle|action_selection|active_inference_example|implementation_patterns|knowledge_base/cognitive/predictive_processing|error_handling|knowledge_base/cognitive/free_energy_principle#variational-inference|api_examples|visualization_tools|api_versioning|knowledge_base/cognitive/predictive_processing#belief-updating|belief_updating|package_documentation|free_energy_principle|action_selection_example|api_documentation|active_inference|predictive_processing
docs/api/api_versioning.md,api_versioning.md,.md,6388,text/markdown,2025-02-07T08:16:51.859682,platform_support|compatibility_matrix|documentation_standards|migration_patterns|versioning_standards|dependency_matrix|changelog|compatibility_guide|validation_framework|documentation_completeness|state_management|example_writing|belief_updating|package_documentation|documentation_tools|numerical_stability|api_archive|migration_guide|python_compatibility|api_documentation|integration_guide|api_reference
docs/concepts/cognitive_modeling_concepts.md,cognitive_modeling_concepts.md,.md,2499,text/markdown,2025-02-07T08:16:51.859682,knowledge_base/cognitive/active_inference|knowledge_base/cognitive/free_energy_principle|action_selection|documentation_standards|model_architecture|knowledge_base/cognitive/predictive_processing|../templates/concept_template|../guides/implementation_guides|knowledge_organization|../guides/content_management|../api/api_documentation|plain_text_benefits|../examples/usage_examples|belief_updating|collaboration_patterns|transfer_learning|model_evaluation|linking_patterns|knowledge_base/cognitive/cognitive_science|machine_readability|knowledge_base/cognitive/cognitive_phenomena|../guides/ai_documentation_style|git_workflow|model_training|change_management|research_education
docs/concepts/concept_documentation_index.md,concept_documentation_index.md,.md,3576,text/markdown,2025-02-07T08:16:51.859682,knowledge_base/cognitive/active_inference|knowledge_base/cognitive/free_energy_principle|action_selection|documentation_standards|knowledge_base/mathematics/optimization_theory|model_architecture|knowledge_base/cognitive/predictive_processing|docs/guides/experiment_design|state_estimation|knowledge_base/mathematics/information_theory|../templates/concept_template|knowledge_organization|../guides/content_management|plain_text_benefits|knowledge_base/mathematics/probability_theory|docs/api/api_documentation|knowledge_base/mathematics/optimal_control|belief_updating|collaboration_patterns|docs/research/research_documentation|docs/guides/implementation_guides|transfer_learning|docs/examples/usage_examples|knowledge_base/mathematics/variational_calculus|knowledge_base/mathematics/active_inference_pomdp|model_evaluation|knowledge_base/mathematics/differential_geometry|knowledge_base/cognitive/cognitive_science|linking_patterns|machine_readability|knowledge_base/cognitive/cognitive_phenomena|../guides/ai_documentation_style|git_workflow|model_training|change_management|research_education
docs/concepts/graph_visualization.md,graph_visualization.md,.md,0,text/markdown,2025-02-07T08:16:51.859682,
docs/concepts/key_concepts.md,key_concepts.md,.md,3513,text/markdown,2025-02-07T08:16:51.863015,implementation_examples|belief_concepts|implementation_guide|action_selection|policy_selection|knowledge_graphs|model_architecture|cognitive_architectures|documentation_guide|code_style|goal_concepts|probabilistic_modeling|deployment_guide|belief_template|research_papers|code_organization|obsidian_usage|active_inference_intro|belief_updating|agent_template|goal_template|further_reading|goal_hierarchies|template_guide|belief_systems|cursor_integration|agent_concepts|linking_patterns|maintenance_guide|branching_strategy|free_energy_principle|scaling_guide|git_workflow|active_inference_theory|optimization_guide|version_control|network_analysis|testing_guide
docs/concepts/knowledge_organization.md,knowledge_organization.md,.md,7799,text/markdown,2025-02-07T08:16:51.863015,integration_examples|analysis_tools|performance_metrics|ai_documentation_style|linking_completeness|implementation_guide|implementation_patterns|documentation_standards|model_architecture|naming_conventions|changelog|linking_validation|validation_framework|{category}/{name}|cognitive_phenomena|code_organization|theoretical_foundations|example_writing|tool_documentation|validation_reports|version_tags|package_documentation|content_management|predictive_processing|linking_patterns|machine_readability|git_workflow|api_documentation|quality_metrics|validation_tools|active_inference|api_reference
docs/concepts/machine_readability.md,machine_readability.md,.md,4972,text/markdown,2025-02-07T08:16:51.863015,link_extraction|style_checking|documentation_validation|workflow_integration|automation_tools|ontology_construction|error_prediction|performance_optimization|static_analyzers|feedback_loops|semantic_search|feedback_systems|tool_chaining|usage_patterns|code_templates|graph_construction|automation_frameworks|concept_clustering|plain_text_benefits|dependency_tracking|parameter_extraction|consistent_formatting|documentation_generators|documentation_generation|autocomplete|tool_settings|machine_learning_integration|taxonomy_building|consistency_checking|code_completion|automation_patterns|metadata_standards|tooling_ecosystem|ide_plugins|concept_mining|automation_rules|model_refinement|text_embedding|complexity_analysis|code_patterns|boilerplate_generation|coverage_reporting|documentation_patterns|validation_tools|relationship_inference|knowledge_extraction|validation_criteria|ci_cd_pipeline|ci_cd_practices|link_validation|api_documentation|linting_tools|training_data_preparation|clear_structure|test_generation
docs/concepts/network_analysis.md,network_analysis.md,.md,0,text/markdown,2025-02-07T08:16:51.863015,
docs/concepts/parallel_processing.md,parallel_processing.md,.md,0,text/markdown,2025-02-07T08:16:51.863015,
docs/concepts/plain_text_benefits.md,plain_text_benefits.md,.md,5017,text/markdown,2025-02-07T08:16:51.863015,commit_messages|active_inference_hypothesis|release_management|model_generalization|knowledge_sharing|model_extraction|relationship_mining|knowledge_graphs|learning_objectives|modular_design|extensible_architecture|formal_methods|comment_guidelines|obsidian_linking|distributed_development|citation_networks|bidirectional_linking|knowledge_organization|concept_clustering|experiment_tracking|data_analysis|docstring_format|diff_tracking|parameter_logging|visualization_tools|result_interpretation|domain_adaptation|dataset_creation|cross_domain_mapping|documentation_generation|obsidian_usage|knowledge_management|skill_development|concept_mastery|branch_strategy|belief_updating|automated_validation|documentation_systems|plain_text_manifesto|parameter_sharing|transfer_learning|research_workflow|understanding_gaps|statistical_analysis|git_best_practices|graph_analysis|research_methods|markdown_style|code_review|dependency_analysis|belief_update_theory|meta_learning|model_verification|obsidian_methodology|knowledge_representation|experimental_design|property_checking|prerequisite_chains|model_specification|git_workflow|graph_visualization|prediction_error|project_structure|educational_resources|model_training|version_control|reference_linking|concept_dependencies|abstraction_layers|precision_weighting|scaling_patterns
docs/concepts/quality_metrics.md,quality_metrics.md,.md,0,text/markdown,2025-02-07T08:16:51.863015,
docs/concepts/research_education.md,research_education.md,.md,5156,text/markdown,2025-02-07T08:16:51.863015,literature_review|tutorial_generation|workflow_integration|assessment_design|assessments|methodology_documentation|relationship_mapping|knowledge_sharing|advanced_models|action_selection|interactive_notebooks|knowledge_graphs|intermediate_topics|feedback_systems|learning_objectives|system_evolution|theoretical_foundation|learning_science|quiz_generation|concept_hierarchy|experiment_design|progress_tracking|knowledge_organization|result_analysis|practice_to_theory|data_analysis|plain_text_benefits|visualization_tools|result_reproduction|theoretical_background|research_methodology|theory_development|foundational_concepts|simulation_environments|research_to_education|knowledge_management|knowledge_gaps|concept_mapping|belief_updating|exercises|educational_theory|practical_exercises|practical_implementation|feedback_incorporation|learning_systems|content_structure|research_methods|peer_review|mastery_criteria|advanced_applications|data_collection|skill_progression|content_refinement|education_to_research|machine_readability|data_collection_tools|analysis_scripts|system_coherence|publication|free_energy_principle|tool_compatibility|educational_design|basic_active_inference|peer_review_process|replication_protocols|version_control|active_inference|literature_analysis|predictive_processing|code_playgrounds
docs/concepts/simulation_studies.md,simulation_studies.md,.md,0,text/markdown,2025-02-07T08:16:51.863015,
docs/concepts/theoretical_foundations.md,theoretical_foundations.md,.md,7731,text/markdown,2025-02-07T08:16:51.863015,performance_metrics|ai_documentation_style|linking_completeness|release_management|knowledge_base/cognitive/active_inference|implementation_patterns|documentation_standards|knowledge_base/cognitive/free_energy_principle|action_selection|policy_selection|knowledge_base/cognitive/predictive_processing|implementation_template|changelog|linking_validation|validation_framework|relationship_template|knowledge_organization|probabilistic_modeling|theoretical_foundations|belief_updating|concept_template|version_tags|goal_hierarchies|belief_systems|semantic_processing|linking_patterns|knowledge_base/cognitive/cognitive_science|ai_semantic_processing|branching_strategy|migration_guide|machine_readability|ai_validation_framework|knowledge_base/cognitive/cognitive_phenomena|version_control|quality_metrics|network_analysis|api_reference|testing_guide
docs/concepts/visualization_tools.md,visualization_tools.md,.md,0,text/markdown,2025-02-07T08:16:51.863015,
docs/concepts/index.md,index.md,.md,5140,text/markdown,2025-02-07T10:46:18.704360,concepts/active_inference/policy_selection|concepts/information/entropy|concepts/learning/meta_learning|concepts/complex/emergence|concepts/dynamics/continuous|concepts/active_inference/free_energy|concepts/active_inference/theory|concepts/information/information_geometry|concepts/dynamics/chaos|concepts/optimization/stochastic|concepts/integration/memory|concepts/architecture/policy_space|concepts/information/kl_divergence|docs/api/concept_api|concepts/complex/adaptation|concepts/hierarchical/conceptual|cognitive_theory|concepts/integration/perception|concepts/active_inference/belief_updating|concepts/complex/self_organization|concepts/optimization/gradient|concepts/complex/criticality|concepts/probability/distributions|docs/guides/concept_guides|concepts/multi_agent/collective|concepts/predictive/prediction_error|concepts/hierarchical/temporal|concepts/predictive/generative_models|concepts/predictive/precision|concepts/probability/sampling|docs/examples/concept_examples|concepts/learning/parameter_learning|concepts/learning/active_learning|learning_paths/concepts|concepts/optimization/variational|knowledge_base/systems/concepts|concepts/hierarchical/abstraction|concepts/predictive/hierarchical|concepts/integration/action|concepts/architecture/observation_model|concepts/dynamics/stochastic|concepts/information/mutual_information|tutorials/concepts|concepts/architecture/transition_model|concepts/multi_agent/emergence|concepts/multi_agent/communication|concepts/learning/structure_learning|implementation_concepts|concepts/probability/graphical_models|concepts/dynamics/discrete|knowledge_base/mathematics/concepts|concepts/architecture/belief_states|concepts/optimization/constrained|concepts/hierarchical/spatial|concepts/multi_agent/coordination|guides/concepts/best_practices|concepts/integration/attention|concepts/active_inference/variational|knowledge_base/cognitive/concepts|concepts/probability/bayesian
